;753;4777;CONSTRUCCION / MANTENIMIENTO DE LAS INSTALACIONES TERMICAS Y ELECTRICAS;7;;
;753;4778;PROYECTO II;7;;
;753;4779;IDEA Y DISENO DE LA OBRA DE HORMIGON ARMADO;4;;
;753;5117;PRACTICAS PROFESIONALIZANTES I;;;
;755;4861;MARCO JURIDICO;;;
;755;4862;GESTION DE LOS PROCESOS PRODUCTIVOS;;;
;755;4863;EDUCACION FISICA;;;
;755;4864;LENGUA EXTRANJERA INGLES TECNICO;;;
;755;4865;MODELIZACION DE SISTEMAS ELECTROMECANICOS;;;
;755;4866;DISEÑO Y MANTENIMIENTO DE INSTALACIONES Y EQUIPOS MECANICOS;;;
;755;4867;DISEÑO Y MANTENIMIENTO DE INSTALACIONES Y EQUIPOS ELECTRICOS-ELECTRONICOS;;;
;755;4868;PROYECTO ELECTROMECANICO;;;
;755;4869;AUTOMATIZACON Y CONTROL;;;
;755;4870;LABORATORIO Y ENSAYOS ELECTROMECANICOS II;;;
;755;4871;PRACTICAS PROFESIONALIZANTES II;;;
;758;5118;MARCO JURIDICO;9;;
;758;5119;EDUCACION FISICA;8;;
;758;5120;LENGUA EXTRANJERA INGLES TECNICO;7;;
;758;5121;PRACTICAS PROFESIONALIZANTES;;;
;758;5122;ADMINISTRACION Y CONDUCCION DE OBRAS;8;;
;758;5123;CONSTRUCCION Y MANTENIMIENTO DE OBRAS VIALES Y TOPOGRAFIA;7;;
;758;5124;IDEA Y DISENO DE EDIFICIOS;7;;
;758;5125;EVALUCACION TECNICA Y COMERCIAL DE EDIFICIOS;7;;
;758;5126;IDEA Y DISENO DE LA ESCTRUCTURA DE EDIFICIOS;7;;
;758;5127;ESTRUCTURA SISMORESISTENTE;9;;
;767;5118;MARCO JURIDICO;7;;
;767;5119;EDUCACION FISICA;7;;
;767;5120;LENGUA EXTRANJERA INGLES TECNICO;7;;
;767;5121;PRACTICAS PROFESIONALIZANTES;;;
;767;5122;ADMINISTRACION Y CONDUCCION DE OBRAS;7;;
;767;5123;CONSTRUCCION Y MANTENIMIENTO DE OBRAS VIALES Y TOPOGRAFIA;7;;
;767;5124;IDEA Y DISENO DE EDIFICIOS;6;;
;767;5125;EVALUCACION TECNICA Y COMERCIAL DE EDIFICIOS;7;;
;767;5126;IDEA Y DISENO DE LA ESCTRUCTURA DE EDIFICIOS;7;;
;767;5127;ESTRUCTURA SISMORESISTENTE;8;;
;768;4861;MARCO JURIDICO;;;
;768;4862;GESTION DE LOS PROCESOS PRODUCTIVOS;;;
;768;4863;EDUCACION FISICA;;;
;768;4864;LENGUA EXTRANJERA INGLES TECNICO;;;
;768;4865;MODELIZACION DE SISTEMAS ELECTROMECANICOS;;;
;768;4866;DISEÑO Y MANTENIMIENTO DE INSTALACIONES Y EQUIPOS MECANICOS;;;
;768;4867;DISEÑO Y MANTENIMIENTO DE INSTALACIONES Y EQUIPOS ELECTRICOS-ELECTRONICOS;;;
;768;4868;PROYECTO ELECTROMECANICO;;;
;768;4869;AUTOMATIZACON Y CONTROL;;;
;768;4870;LABORATORIO Y ENSAYOS ELECTROMECANICOS II;;;
;768;4871;PRACTICAS PROFESIONALIZANTES II;;;
;772;4767;INGLES TECNICO II;7;;
;772;4768;ANALISIS MATEMATICO;7;;
;772;4769;ECONOMIA;7;;
;772;4770;EDUCACION FISICA V;1;;
;772;4774;CONSTRUCCION / MANTENIMIENTO DE LA OBRA FINA;7;;
;772;4775;CONSTRUCCION / MANTENIMIENTO DE LAS INSTALACIONES SANITARIAS;7;;
;772;4776;IDEA/ DISE O DE LA OBRA DE METALICA Y DE MADERA;7;;
;772;4777;CONSTRUCCION / MANTENIMIENTO DE LAS INSTALACIONES TERMICAS Y ELECTRICAS;7;;
;772;4778;PROYECTO II;7;;
;772;4779;IDEA Y DISENO DE LA OBRA DE HORMIGON ARMADO;6;;
;772;5117;PRACTICAS PROFESIONALIZANTES I;;;
;774;4872;MARCO JURIDICO;8;;
;774;4873;GESTION DE LOS PROCESOS PRODUCTIVOS;7;;
;774;4874;EDUCACION FISICA;7;;
;774;4875;LENGUA EXTRANJERA INGLES TECNICO;7;;
;774;4876;MODELIZACION DE SISTEMAS ELECTROMECANICOS;7;;
;774;4877;DISEÑO Y MANTENIMIENTO DE INSTALACIONES Y EQUIPOS MECANICOS;7;;
;774;4878;DISEÑO Y MANTENIMIENTO DE INSTALACIONES Y EQUIPOS ELECTRICOS-ELECTRONICOS;7;;
;774;4879;PROYECTO ELECTROMECANICO;7;;
;774;4880;AUTOMATIZACON Y CONTROL;7;;
